Number of atoms removed: 4872
Problematic atoms:
{('P', 'e443', 'e338')}
('Rg', 'e502', 'e175')
('Q', 'e622', 'e370')
('Q', 'e1891', 'e219')
('ML', 'e913', 'e105')
('Rg', 'e0', 'e472')
('ML', 'e94', 'e1809')
('Rg', 'e2024', 'e330')
('Rg', 'e510', 'e139')
('Rg', 'e622', 'e651')
('Q', 'e105', 'e472')
('Rg', 'e472', 'e1927')
('Q', 'e651', 'e446')
('Rg', 'e309', 'e31')
('Q', 'e1520', 'e363')
('Q', 'e802', 'e330')
('Rg', 'e309', 'e1809')
('ML', 'e947', 'e622')
('P', 'e499', 'e86')
('Q', 'e633', 'e175')
('Q', 'e1155', 'e189')
('ML', 'e947', 'e2024')
('Rg', 'e31', 'e1776')
('Rg', 'e370', 'e802')
('ML', 'e331', 'e1104')
('Q', 'e325', 'e219')
('P', 'e166', 'e2448')
('Rg', 'e1295', 'e485')
('Q', 'e1891', 'e1162')
('Q', 'e31', 'e325')
('Q', 'e711', 'e0')
('Rg', 'e1776', 'e272')
('Rg', 'e58', 'e1155')
('P', 'e166', 'e2095')
('P', 'e354', 'e181')
('Rg', 'e472', 'e472')
('P', 'e443', 'e3824')
('Q', 'e446', 'e443')
('P', 'e1891', 'e157')
('P', 'e446', 'e24')
('Q', 'e443', 'e1155')
('ML', 'e915', 'e480')
('Q', 'e802', 'e622')
('Q', 'e311', 'e480')
('Q', 'e189', 'e1155')
('Q', 'e175', 'e64')
('Rg', 'e912', 'e510')
('Q', 'e2', 'e272')
('Rg', 'e1103', 'e175')
('Rg', 'e1891', 'e1950')
('ML', 'e331', 'e38')
('ML', 'e2095', 'e823')
('Rg', 'e272', 'e58')
('Q', 'e47', 'e219')
('Q', 'e1295', 'e446')
('ML', 'e651', 'e1295')
('Q', 'e166', 'e370')
('Q', 'e446', 'e833')
('Rg', 'e711', 'e47')
('Rg', 'e175', 'e1155')
('Q', 'e1776', 'e485')
('Rg', 'e499', 'e443')
('Rg', 'e62', 'e330')
('Q', 'e323', 'e298')
('Rg', 'e2024', 'e1103')
('Q', 'e0', 'e472')
('Rg', 'e1950', 'e443')
('Rg', 'e38', 'e105')
('Rg', 'e0', 'e58')
('Rg', 'e139', 'e201')
('Rg', 'e711', 'e64')
('Q', 'e1950', 'e1891')
('Q', 'e802', 'e1103')
('Q', 'e309', 'e370')
('Q', 'e472', 'e1927')
('Q', 'e309', 'e1809')
('Q', 'e47', 'e1162')
('Q', 'e298', 'e248')
('Rg', 'e309', 'e711')
('Q', 'e370', 'e802')
('Q', 'e446', 'e1774')
('Rg', 'e495', 'e201')
('Q', 'e1295', 'e485')
('P', 'e47', 'e157')
('Q', 'e2', 'e298')
('Q', 'e60', 'e272')
('Q', 'e375', 'e702')
('Q', 'e912', 'e248')
('Q', 'e472', 'e472')
('ML', 'e148', 'e912')
('ML', 'e94', 'e658')
('Q', 'e38', 'e219')
('Rg', 'e272', 'e499')
('ML', 'e331', 'e105')
('Rg', 'e510', 'e912')
('Rg', 'e622', 'e446')
('ML', 'e357', 'e485')
('Rg', 'e480', 'e363')
('Rg', 'e219', 'e175')
('Q', 'e711', 'e62')
('Rg', 'e443', 'e1520')
('Q', 'e1155', 'e1138')
('Rg', 'e1950', 'e2')
('Rg', 'e1891', 'e325')
('P', 'e325', 'e1491')
('Rg', 'e60', 'e495')
('Q', 'e64', 'e1891')
('Q', 'e89', 'e219')
('Rg', 'e472', 'e363')
('P', 'e499', 'e2448')
('Q', 'e248', 'e1809')
('Q', 'e105', 'e354')
('Q', 'e139', 'e1104')
('Rg', 'e443', 'e1776')
('Q', 'e166', 'e651')
('ML', 'e2448', 'e823')
('P', 'e189', 'e2365')
('P', 'e651', 'e514')
('Q', 'e309', 'e711')
('Rg', 'e330', 'e658')
('ML', 'e1359', 'e323')
('Rg', 'e139', 'e105')
('Q', 'e363', 'e833')
('Q', 'e89', 'e1162')
('Rg', 'e0', 'e248')
('ML', 'e841', 'e1776')
('Q', 'e323', 'e1005')
('ML', 'e1359', 'e480')
('Q', 'e0', 'e363')
('Q', 'e495', 'e2024')
('Rg', 'e446', 'e274')
('Q', 'e1138', 'e60')
('Q', 'e1005', 'e912')
('ML', 'e2243', 'e60')
('Q', 'e272', 'e499')
('Q', 'e330', 'e272')
('Q', 'e219', 'e139')
('Rg', 'e1454', 'e325')
('Q', 'e622', 'e446')
('Rg', 'e1776', 'e1005')
('ML', 'e788', 'e711')
('Rg', 'e495', 'e105')
('Q', 'e2024', 'e274')
('Rg', 'e370', 'e1774')
('Rg', 'e480', 'e510')
('Rg', 'e309', 'e446')
('P', 'e219', 'e3728')
('Rg', 'e472', 'e248')
('Q', 'e1891', 'e325')
('Q', 'e219', 'e31')
('Rg', 'e658', 'e823')
('Rg', 'e702', 'e219')
('Q', 'e370', 'e443')
('Q', 'e60', 'e495')
('P', 'e64', 'e2448')
('P', 'e370', 'e2448')
('Q', 'e472', 'e363')
('Q', 'e833', 'e219')
('Q', 'e219', 'e1809')
('Q', 'e201', 'e823')
('Q', 'e274', 'e1104')
('Rg', 'e1809', 'e1155')
('Q', 'e633', 'e60')
('Q', 'e248', 'e912')
('P', 'e325', 'e1344')
('Rg', 'e702', 'e1295')
('Rg', 'e443', 'e47')
('Rg', 'e31', 'e446')
('Q', 'e105', 'e802')
('Q', 'e833', 'e1295')
('Q', 'e64', 'e1776')
('Q', 'e330', 'e298')
('Q', 'e485', 'e325')
('P', 'e480', 'e1567')
('P', 'e1138', 'e301')
('Rg', 'e309', 'e485')
('Q', 'e651', 'e219')
('Rg', 'e274', 'e499')
('Q', 'e0', 'e248')
('Q', 'e833', 'e1162')
('Q', 'e62', 'e274')
('Q', 'e823', 'e912')
('Rg', 'e62', 'e1891')
('ML', 'e913', 'e1155')
('Rg', 'e1103', 'e60')
('ML', 'e841', 'e47')
('P', 'e472', 'e1290')
('Q', 'e2', 'e1103')
('Rg', 'e201', 'e622')
('ML', 'e841', 'e64')
('Q', 'e370', 'e1774')
('Q', 'e370', 'e2')
('ML', 'e76', 'e248')
('ML', 'e354', 'e833')
('ML', 'e514', 'e1103')
('Q', 'e651', 'e1162')
('Q', 'e309', 'e446')
('Rg', 'e502', 'e272')
('P', 'e62', 'e1248')
('ML', 'e1359', 'e1005')
('Q', 'e472', 'e248')
('Rg', 'e1927', 'e330')
('Q', 'e298', 'e833')
('ML', 'e331', 'e175')
('Rg', 'e58', 'e823')
('Rg', 'e2024', 'e139')
('ML', 'e76', 'e510')
('ML', 'e4389', 'e495')
('Q', 'e1809', 'e1155')
('Rg', 'e446', 'e325')
('Q', 'e219', 'e711')
('Q', 'e443', 'e823')
('Q', 'e802', 'e139')
('Q', 'e330', 'e495')
('Q', 'e480', 'e309')
('Rg', 'e1138', 'e495')
('P', 'e1138', 'e1363')
('Rg', 'e658', 'e330')
('Q', 'e633', 'e272')
('ML', 'e901', 'e60')
('Rg', 'e2024', 'e370')
('Rg', 'e1927', 'e622')
('P', 'e802', 'e3728')
('Rg', 'e325', 'e472')
('Rg', 'e1927', 'e2024')
('Q', 'e309', 'e485')
('P', 'e38', 'e1344')
('ML', 'e1363', 'e31')
('Rg', 'e2024', 'e1809')
('Rg', 'e1155', 'e1104')
('Q', 'e495', 'e1520')
('Rg', 'e1155', 'e201')
('ML', 'e2243', 'e298')
('Rg', 'e272', 'e443')
('ML', 'e94', 'e201')
('Rg', 'e189', 'e330')
('P', 'e495', 'e2095')
('Q', 'e1295', 'e1162')
('Rg', 'e502', 'e323')
('Rg', 'e502', 'e298')
('P', 'e2024', 'e913')
('Rg', 'e38', 'e1155')
('Rg', 'e502', 'e480')
('Q', 'e201', 'e2024')
('Rg', 'e47', 'e47')
('P', 'e499', 'e915')
('Q', 'e330', 'e1005')
('Q', 'e105', 'e443')
('Rg', 'e62', 'e139')
('ML', 'e1140', 'e833')
('Rg', 'e189', 'e622')
('Q', 'e633', 'e298')
('Q', 'e1774', 'e323')
('Rg', 'e1776', 'e1891')
('Rg', 'e62', 'e370')
('Q', 'e1774', 'e298')
('Rg', 'e60', 'e1891')
('Q', 'e702', 'e0')
('Q', 'e912', 'e1454')
('Q', 'e1138', 'e495')
('Q', 'e1774', 'e480')
('Q', 'e105', 'e833')
('Q', 'e323', 'e502')
('Rg', 'e272', 'e1774')
('Q', 'e1891', 'e166')
('Rg', 'e1103', 'e323')
('Q', 'e443', 'e330')
('Q', 'e2', 'e1891')
('Rg', 'e1103', 'e298')
('P', 'e62', 'e913')
('Rg', 'e1776', 'e502')
('Q', 'e272', 'e443')
('Rg', 'e60', 'e502')
('Q', 'e189', 'e330')
('P', 'e702', 'e1491')
('Q', 'e47', 'e1927')
('ML', 'e1363', 'e711')
('ML', 'e651', 'e472')
('Rg', 'e2024', 'e912')
('ML', 'e330', 'e89')
('Q', 'e1155', 'e2024')
('Q', 'e802', 'e912')
('Rg', 'e219', 'e272')
('Rg', 'e298', 'e274')
('P', 'e510', 'e24')
('Rg', 'e1155', 'e105')
('Rg', 'e58', 'e2024')
('Rg', 'e2', 'e175')
('P', 'e166', 'e514')
('Q', 'e485', 'e166')
('Q', 'e443', 'e622')
('ML', 'e357', 'e274')
('Rg', 'e325', 'e363')
('Q', 'e443', 'e2024')
('Rg', 'e175', 'e330')
('Q', 'e311', 'e139')
('Q', 'e495', 'e47')
('Q', 'e272', 'e833')
('ML', 'e611', 'e201')
('Q', 'e1138', 'e1005')
('Rg', 'e502', 'e330')
('ML', 'e2243', 'e1005')
('Q', 'e189', 'e2024')
('ML', 'e915', 'e370')
('Rg', 'e139', 'e1155')
('ML', 'e915', 'e31')
('Q', 'e495', 'e64')
('ML', 'e901', 'e323')
('Rg', 'e1295', 'e325')
('Rg', 'e502', 'e1005')
('Rg', 'e309', 'e219')
('Rg', 'e802', 'e309')
('Q', 'e510', 'e175')
('Q', 'e480', 'e472')
('P', 'e651', 'e148')
('Q', 'e219', 'e485')
('ML', 'e354', 'e658')
('Q', 'e1520', 'e658')
('ML', 'e357', 'e1950')
('P', 'e354', 'e24')
('Rg', 'e175', 'e2024')
('Rg', 'e1162', 'e274')
('ML', 'e60', 'e166')
('Q', 'e311', 'e1809')
('Q', 'e323', 'e1776')
('Rg', 'e274', 'e443')
('Q', 'e446', 'e1104')
('Rg', 'e64', 'e1138')
('Rg', 'e219', 'e298')
('P', 'e0', 'e3824')
('Q', 'e622', 'e1162')
('Q', 'e298', 'e658')
('ML', 'e28', 'e480')
('Q', 'e1774', 'e330')
('Rg', 'e219', 'e480')
('Q', 'e60', 'e502')
('Q', 'e323', 'e31')
('P', 'e189', 'e1290')
('Q', 'e1776', 'e325')
('Q', 'e912', 'e658')
('Q', 'e201', 'e1520')
('Rg', 'e1809', 'e823')
('Rg', 'e472', 'e1454')
('Rg', 'e1776', 'e31')
('Rg', 'e60', 'e370')
('ML', 'e133', 'e60')
('Q', 'e1927', 'e309')
('Q', 'e2', 'e139')
('P', 'e702', 'e1344')
('Rg', 'e325', 'e248')
('Q', 'e446', 'e38')
('P', 'e325', 'e1140')
('ML', 'e514', 'e139')
('Rg', 'e502', 'e1103')
('Q', 'e325', 'e363')
('Q', 'e166', 'e219')
('ML', 'e901', 'e495')
('Rg', 'e31', 'e1162')
('Rg', 'e105', 'e274')
('Q', 'e2', 'e370')
('P', 'e802', 'e2365')
('P', 'e1776', 'e913')
('Q', 'e139', 'e1155')
('P', 'e370', 'e81')
('Rg', 'e833', 'e472')
('Rg', 'e651', 'e1927')
('ML', 'e1299', 'e2')
('Q', 'e2', 'e31')
('Q', 'e658', 'e309')
('Rg', 'e1005', 'e1103')
('Q', 'e711', 'e175')
('Q', 'e1295', 'e325')
('Q', 'e309', 'e219')
('Q', 'e166', 'e1295')
('Q', 'e480', 'e58')
('Rg', 'e219', 'e495')
('ML', 'e514', 'e1809')
('Q', 'e311', 'e711')
('Q', 'e1162', 'e274')
('Rg', 'e201', 'e139')
('Q', 'e330', 'e1891')
('Q', 'e1155', 'e1520')
('Q', 'e62', 'e166')
('Q', 'e60', 'e1776')
('ML', 'e788', 'e219')
('P', 'e472', 'e357')
('Rg', 'e0', 'e658')
('Q', 'e62', 'e499')
('Rg', 'e2024', 'e485')
('P', 'e1155', 'e2095')
('Q', 'e446', 'e105')
('Q', 'e1891', 'e510')
('Q', 'e472', 'e1454')
('Q', 'e443', 'e1520')
('Q', 'e60', 'e370')
('Rg', 'e311', 'e60')
('Q', 'e60', 'e31')
('Q', 'e330', 'e502')
('Q', 'e363', 'e1104')
('ML', 'e788', 'e1295')
('Q', 'e1155', 'e1776')
('Q', 'e189', 'e1520')
('Q', 'e363', 'e201')
('ML', 'e133', 'e1138')
('Rg', 'e62', 'e446')
('Q', 'e1104', 'e189')
('Rg', 'e219', 'e1005')
('Rg', 'e309', 'e1950')
('ML', 'e1359', 'e370')
('Rg', 'e446', 'e802')
('P', 'e702', 'e841')
('Q', 'e274', 'e1155')
('ML', 'e651', 'e248')
('Rg', 'e472', 'e658')
('Q', 'e833', 'e472')
('ML', 'e1359', 'e1809')
('Rg', 'e175', 'e1520')
('Rg', 'e1950', 'e105')
('Q', 'e58', 'e309')
('Q', 'e2', 'e711')
('Q', 'e47', 'e248')
('Q', 'e201', 'e139')
('Q', 'e375', 'e175')
('Rg', 'e485', 'e330')
('Rg', 'e189', 'e139')
('Rg', 'e64', 'e823')
('Rg', 'e105', 'e325')
('Q', 'e47', 'e510')
('Rg', 'e354', 'e309')
('Rg', 'e658', 'e1809')
('P', 'e62', 'e788')
('ML', 'e28', 'e1103')
('Rg', 'e502', 'e1891')
('Q', 'e0', 'e658')
('ML', 'e301', 'e60')
('Q', 'e175', 'e309')
('Rg', 'e2', 'e60')
('Q', 'e1950', 'e219')
('Rg', 'e89', 'e510')
('Q', 'e31', 'e1454')
('Q', 'e1927', 'e472')
('Rg', 'e485', 'e2024')
('ML', 'e331', 'e480')
('Q', 'e62', 'e802')
('Q', 'e330', 'e370')
('Rg', 'e651', 'e363')
('ML', 'e841', 'e1295')
('Q', 'e658', 'e472')
('Rg', 'e309', 'e325')
('Q', 'e472', 'e658')
('Q', 'e1155', 'e64')
('Rg', 'e1104', 'e658')
('ML', 'e1359', 'e711')
('Q', 'e1520', 'e201')
('Q', 'e38', 'e510')
('Q', 'e323', 'e446')
('ML', 'e915', 'e485')
('Q', 'e248', 'e274')
('Q', 'e1809', 'e622')
('Q', 'e311', 'e485')
('ML', 'e1290', 'e1138')
('ML', 'e133', 'e495')
('Q', 'e1809', 'e2024')
('Q', 'e298', 'e201')
('Rg', 'e1103', 'e1891')
('Q', 'e443', 'e139')
('Rg', 'e833', 'e248')
('ML', 'e94', 'e1155')
('Rg', 'e60', 'e446')
('Q', 'e189', 'e139')
('Rg', 'e1774', 'e175')
('Q', 'e1138', 'e89')
('Q', 'e1295', 'e166')
('P', 'e62', 'e1359')
('Q', 'e64', 'e219')
('Rg', 'e446', 'e443')
('Rg', 'e1520', 'e499')
('Q', 'e833', 'e363')
('P', 'e1138', 'e2095')
('Rg', 'e802', 'e363')
('Rg', 'e622', 'e1927')
('Q', 'e2024', 'e443')
('Q', 'e89', 'e510')
('ML', 'e1248', 'e1138')
('Q', 'e823', 'e274')
('Rg', 'e298', 'e499')
('P', 'e1103', 'e1248')
('Q', 'e2', 'e446')
('ML', 'e143', 'e823')
('Rg', 'e1103', 'e502')
('Rg', 'e248', 'e325')
('Q', 'e201', 'e912')
('ML', 'e357', 'e166')
('Q', 'e651', 'e363')
('Rg', 'e622', 'e472')
('Q', 'e711', 'e60')
('Rg', 'e189', 'e912')
('Q', 'e502', 'e325')
('Q', 'e309', 'e325')
('Q', 'e510', 'e272')
('P', 'e1774', 'e24')
('P', 'e60', 'e788')
('Q', 'e58', 'e472')
('Rg', 'e330', 'e189')
('P', 'e1567', 'e2365')
('Rg', 'e1809', 'e1520')
('P', 'e502', 'e1299')
('Rg', 'e272', 'e201')
('Q', 'e633', 'e1776')
('Q', 'e219', 'e274')
('Rg', 'e1005', 'e370')
('ML', 'e301', 'e323')
('Rg', 'e1005', 'e31')
('Rg', 'e2', 'e323')
('P', 'e702', 'e1140')
('Q', 'e833', 'e248')
('Q', 'e2024', 'e1774')
('Rg', 'e2', 'e298')
('Q', 'e62', 'e443')
('Q', 'e633', 'e370')
('Rg', 'e325', 'e1454')
('Q', 'e633', 'e31')
('Rg', 'e0', 'e201')
('Rg', 'e0', 'e1104')
('ML', 'e301', 'e480')
('ML', 'e338', 'e1520')
('Q', 'e622', 'e1927')
('ML', 'e181', 'e1103')
('Q', 'e1774', 'e370')
('ML', 'e81', 'e58')
('P', 'e1005', 'e913')
('Q', 'e219', 'e1950')
('Rg', 'e2024', 'e1162')
('Rg', 'e1295', 'e510')
('Rg', 'e1103', 'e1776')
('Rg', 'e219', 'e502')
('P', 'e298', 'e157')
('Q', 'e651', 'e248')
('ML', 'e1491', 'e105')
('Q', 'e510', 'e298')
('Rg', 'e1454', 'e1454')
('Q', 'e480', 'e443')
('Q', 'e443', 'e912')
('Q', 'e1103', 'e325')
('Rg', 'e139', 'e330')
('Rg', 'e1454', 'e0')
('Q', 'e1138', 'e47')
('ML', 'e157', 'e38')
('Q', 'e189', 'e912')
('ML', 'e331', 'e1103')
('Rg', 'e472', 'e201')
('Rg', 'e1103', 'e31')
('Rg', 'e298', 'e802')
('Rg', 'e105', 'e354')
('Q', 'e651', 'e510')
('Q', 'e1891', 'e1454')
('ML', 'e81', 'e363')
('Rg', 'e31', 'e1927')
('Q', 'e105', 'e38')
('Rg', 'e495', 'e330')
('Q', 'e58', 'e58')
('Q', 'e1891', 'e0')
('P', 'e510', 'e514')
('Q', 'e1809', 'e1520')
('Q', 'e446', 'e1155')
('Rg', 'e2', 'e495')
('Q', 'e272', 'e201')
('Q', 'e1776', 'e510')
('Q', 'e62', 'e2')
('Q', 'e1162', 'e499')
('Rg', 'e139', 'e2024')
('Rg', 'e370', 'e175')
('Rg', 'e1891', 'e62')
('Rg', 'e31', 'e472')
('Q', 'e0', 'e201')
('Q', 'e166', 'e1927')
('Rg', 'e354', 'e58')
('Rg', 'e495', 'e622')
('Rg', 'e62', 'e1162')
('P', 'e1891', 'e1491')
('Rg', 'e272', 'e105')
('Q', 'e485', 'e1454')
('ML', 'e901', 'e370')
('Q', 'e330', 'e446')
('ML', 'e901', 'e31')
('Q', 'e58', 'e363')
('Q', 'e274', 'e823')
('ML', 'e841', 'e309')
('Q', 'e510', 'e495')
('Rg', 'e1162', 'e802')
('Q', 'e485', 'e0')
('Q', 'e633', 'e651')
('Q', 'e480', 'e1774')
('Rg', 'e219', 'e1776')
('Q', 'e711', 'e298')
('Q', 'e802', 'e274')
('ML', 'e28', 'e370')
('Rg', 'e510', 'e499')
('ML', 'e28', 'e31')
('ML', 'e1248', 'e823')
('Rg', 'e0', 'e105')
('Q', 'e1774', 'e711')
('Q', 'e166', 'e472')
('Q', 'e219', 'e325')
('Rg', 'e325', 'e658')
('Q', 'e139', 'e330')
('Q', 'e105', 'e105')
('Rg', 'e2', 'e1005')
('P', 'e485', 'e1491')
('Rg', 'e64', 'e1520')
('Rg', 'e2024', 'e1950')
('ML', 'e60', 'e0')
('P', 'e901', 'e86')
('Q', 'e375', 'e272')
('Q', 'e139', 'e2024')
('Rg', 'e622', 'e248')
('Rg', 'e446', 'e0')
('Rg', 'e1520', 'e443')
('Q', 'e622', 'e363')
('Q', 'e502', 'e166')
('Q', 'e1454', 'e272')
('Q', 'e309', 'e166')
('Q', 'e711', 'e495')
('Q', 'e1162', 'e802')
('Rg', 'e298', 'e443')
('P', 'e311', 'e157')
('ML', 'e68', 'e1520')
('ML', 'e68', 'e89')
('ML', 'e2243', 'e446')
('Q', 'e1005', 'e166')
('P', 'e370', 'e2243')
('Q', 'e139', 'e1103')
('Q', 'e1005', 'e499')
('Q', 'e0', 'e105')
('Rg', 'e502', 'e446')
('Q', 'e274', 'e330')
('Q', 'e325', 'e658')
('Q', 'e1809', 'e139')
('P', 'e2024', 'e68')
('Q', 'e375', 'e298')
('Rg', 'e62', 'e1950')
('Rg', 'e443', 'e1927')
('Q', 'e323', 'e1162')
('ML', 'e68', 'e1776')
('ML', 'e94', 'e823')
('P', 'e58', 'e86')
('Rg', 'e510', 'e802')
('P', 'e495', 'e1567')
('Q', 'e1454', 'e298')
('Rg', 'e1162', 'e443')
('Q', 'e633', 'e446')
('P', 'e485', 'e1344')
('Q', 'e274', 'e622')
('Q', 'e248', 'e166')
('Rg', 'e1520', 'e2')
('Rg', 'e166', 'e248')
('Q', 'e274', 'e2024')
('Rg', 'e443', 'e472')
('Q', 'e711', 'e1005')
('Q', 'e62', 'e0')
('Q', 'e1454', 'e480')
('Q', 'e1103', 'e166')
('Q', 'e622', 'e248')
('Rg', 'e502', 'e485')
('Rg', 'e912', 'e189')
('ML', 'e1472', 'e502')
('Q', 'e1927', 'e443')
('Rg', 'e274', 'e105')
('Rg', 'e38', 'e139')
('Rg', 'e298', 'e1774')
('Q', 'e311', 'e274')
('P', 'e0', 'e2448')
('Q', 'e499', 'e472')
('P', 'e298', 'e913')
('ML', 'e133', 'e89')
('ML', 'e357', 'e2')
('Q', 'e1950', 'e472')
('Q', 'e60', 'e219')
('Rg', 'e446', 'e62')
('P', 'e802', 'e913')
('Rg', 'e309', 'e510')
('Q', 'e823', 'e499')
('Q', 'e502', 'e802')
('Rg', 'e31', 'e248')
('Q', 'e495', 'e309')
('Rg', 'e1162', 'e2')
('Rg', 'e62', 'e325')
('ML', 'e354', 'e1155')
('ML', 'e1472', 'e89')
('P', 'e622', 'e2243')
('P', 'e1162', 'e913')
('Q', 'e1520', 'e1155')
('Rg', 'e711', 'e802')
('Rg', 'e1295', 'e702')
('Rg', 'e1774', 'e298')
('Q', 'e833', 'e1454')
('ML', 'e331', 'e370')
('Rg', 'e1295', 'e1454')
('ML', 'e331', 'e31')
('Q', 'e166', 'e248')
('P', 'e248', 'e788')
('Q', 'e298', 'e1155')
('Q', 'e1809', 'e912')
('P', 'e1103', 'e788')
('Q', 'e912', 'e189')
('P', 'e1567', 'e1567')
('P', 'e472', 'e68')
('Q', 'e64', 'e472')
('ML', 'e28', 'e446')
('Q', 'e651', 'e1454')
('Q', 'e658', 'e1774')
('P', 'e354', 'e1248')
('Q', 'e1162', 'e833')
('ML', 'e1344', 'e1809')
('Rg', 'e219', 'e446')
('ML', 'e841', 'e58')
('Rg', 'e510', 'e443')
('P', 'e31', 'e1290')
('ML', 'e94', 'e2024')
('Q', 'e309', 'e510')
('Q', 'e510', 'e1891')
('Q', 'e446', 'e480')
('Q', 'e1776', 'e0')
('Rg', 'e47', 'e472')
('Q', 'e330', 'e219')
('Rg', 'e651', 'e658')
('Q', 'e311', 'e325')
('ML', 'e133', 'e47')
('P', 'e1104', 'e2448')
('Rg', 'e495', 'e139')
('Rg', 'e499', 'e298')
('Q', 'e274', 'e1520')
('ML', 'e841', 'e363')
('Q', 'e1295', 'e702')
('ML', 'e788', 'e510')
('Rg', 'e248', 'e443')
('Q', 'e58', 'e833')
('Rg', 'e1950', 'e298')
('P', 'e1776', 'e1491')
('Q', 'e330', 'e1162')
('Q', 'e1295', 'e0')
('Rg', 'e1950', 'e480')
('Q', 'e31', 'e175')
('Rg', 'e370', 'e272')
('ML', 'e148', 'e1774')
('ML', 'e148', 'e2')
('Q', 'e1104', 'e1776')
('Rg', 'e495', 'e1809')
('Q', 'e1454', 'e1103')
('Q', 'e502', 'e443')
('Rg', 'e330', 'e2024')
('ML', 'e1472', 'e47')
('Q', 'e105', 'e1155')
('Rg', 'e802', 'e658')
('Q', 'e1103', 'e510')
('Q', 'e58', 'e1774')
('Rg', 'e711', 'e443')
('P', 'e1809', 'e2365')
('ML', 'e1359', 'e1950')
('Rg', 'e446', 'e38')
('Q', 'e802', 'e499')
('Rg', 'e472', 'e189')
('Q', 'e2', 'e325')
('Rg', 'e499', 'e495')
('Q', 'e495', 'e472')
('ML', 'e514', 'e325')
('P', 'e139', 'e3728')
('ML', 'e301', 'e31')
('Rg', 'e248', 'e2')
('Q', 'e446', 'e330')
('Rg', 'e502', 'e219')
('Rg', 'e622', 'e1454')
('Q', 'e711', 'e502')
('Q', 'e510', 'e1776')
('Q', 'e139', 'e1809')
('Q', 'e272', 'e1155')
('Q', 'e1138', 'e1295')
('Rg', 'e370', 'e480')
('ML', 'e2243', 'e1295')
('Rg', 'e139', 'e912')
('Q', 'e370', 'e272')
('Q', 'e0', 'e1155')
('P', 'e1776', 'e1344')
('ML', 'e143', 'e912')
('Rg', 'e495', 'e711')
('Q', 'e1005', 'e1774')
('Q', 'e1005', 'e2')
('Q', 'e219', 'e510')
('Q', 'e1104', 'e47')
('ML', 'e933', 'e1774')
('Rg', 'e495', 'e912')
('ML', 'e933', 'e2')
('ML', 'e94', 'e1520')
('Rg', 'e1950', 'e330')
('Rg', 'e499', 'e1005')
('Q', 'e1104', 'e64')
('P', 'e274', 'e1344')
('Q', 'e62', 'e38')
('Rg', 'e105', 'e0')
('Q', 'e274', 'e139')
('ML', 'e1359', 'e325')
('ML', 'e1248', 'e47')
('P', 'e201', 'e301')
('Q', 'e375', 'e1891')
('P', 'e1295', 'e1344')
('P', 'e31', 'e1299')
('Q', 'e64', 'e248')
('Rg', 'e1104', 'e1155')
('Q', 'e446', 'e1103')
('ML', 'e331', 'e446')
('Rg', 'e274', 'e1155')
('Q', 'e1155', 'e309')
('Q', 'e823', 'e833')
('ML', 'e76', 'e60')
('Q', 'e189', 'e274')
('Q', 'e480', 'e38')
('Q', 'e323', 'e1927')
('ML', 'e301', 'e711')
('Q', 'e1454', 'e1891')
('Rg', 'e2', 'e651')
('Q', 'e370', 'e480')
('Q', 'e702', 'e495')
('Rg', 'e1776', 'e1927')
('Rg', 'e363', 'e38')
('Rg', 'e658', 'e325')
('Q', 'e139', 'e912')
('Rg', 'e60', 'e1927')
('P', 'e47', 'e1140')
('Q', 'e711', 'e370')
('Rg', 'e175', 'e274')
('Rg', 'e499', 'e1103')
('Rg', 'e330', 'e89')
('Q', 'e311', 'e166')
('Q', 'e823', 'e1774')
('Q', 'e823', 'e2')
('Rg', 'e1454', 'e175')
('Rg', 'e510', 'e0')
('ML', 'e901', 'e219')
('Rg', 'e370', 'e1005')
('Q', 'e58', 'e658')
('Rg', 'e31', 'e1454')
('Q', 'e495', 'e499')
('Q', 'e298', 'e823')
('P', 'e1104', 'e915')
('P', 'e947', 'e947')
('Q', 'e480', 'e105')
('Rg', 'e502', 'e1950')
('Rg', 'e219', 'e219')
('P', 'e325', 'e2095')
('ML', 'e611', 'e1520')
('ML', 'e1363', 'e510')
('ML', 'e1491', 'e480')
('ML', 'e94', 'e47')
('Rg', 'e1155', 'e139')
('ML', 'e443', 'e166')
('P', 'e1138', 'e1567')
('Rg', 'e1520', 'e1104')
('Q', 'e31', 'e60')
('Q', 'e309', 'e1454')
('P', 'e105', 'e181')
('Q', 'e274', 'e912')
('Q', 'e502', 'e0')
('Q', 'e60', 'e1927')
('Q', 'e2', 'e166')
('Q', 'e472', 'e1138')
('Rg', 'e298', 'e1104')
('ML', 'e947', 'e443')
('Q', 'e375', 'e370')
('Q', 'e622', 'e658')
('Q', 'e1774', 'e1950')
('Rg', 'e1774', 'e502')
('Q', 'e833', 'e201')
('Rg', 'e802', 'e201')
('Q', 'e1005', 'e0')
('Rg', 'e823', 'e89')
('ML', 'e301', 'e446')
('Q', 'e802', 'e443')
('Rg', 'e2', 'e446')
('Rg', 'e912', 'e2024')
('Q', 'e1454', 'e31')
('P', 'e1809', 'e28')
('Q', 'e1454', 'e1809')
('Rg', 'e298', 'e38')
('P', 'e31', 'e947')
('Rg', 'e201', 'e499')
('Q', 'e1138', 'e309')
('Q', 'e1155', 'e472')
('Rg', 'e31', 'e658')
