Assuming 9 as type relation
Loading files... 
  Starting train_nations.tsv
  Finished train_nations.tsv, still running: 0
Loaded 1592 facts in 46 ms using -3 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 4 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?h  relngo  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.21	0.552631579	0.552631579	21	38	38	-1
?h  reldiplomacy  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.22	0.55	0.55	22	40	40	-1
?h  blockpositionindex  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.21	0.6	0.6	21	35	35	-1
?a  reltourism  ?h  ?h  treaties  ?b   => ?a  embassy  ?b	0.21	0.617647059	0.617647059	21	34	34	-1
?a  reltourism  ?h  ?h  reltreaties  ?b   => ?a  embassy  ?b	0.2	0.512820513	0.512820513	20	39	39	-1
?h  independence  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.19	0.475	0.475	19	40	40	-1
?h  pprotests  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.16	0.8	0.8	16	20	20	-1
?h  ngoorgs3  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.19	0.558823529	0.558823529	19	34	34	-1
?a  reltourism  ?h  ?h  tourism  ?b   => ?a  embassy  ?b	0.18	0.642857143	0.642857143	18	28	28	-1
?h  reltourism  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.15	0.625	0.625	15	24	24	-1
?h  accusation  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.12	0.8	0.8	12	15	15	-1
?h  negativebehavior  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.15	0.652173913	0.652173913	15	23	23	-1
?h  relexports  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.13	0.541666667	0.541666667	13	24	24	-1
?h  officialvisits  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.11	0.578947368	0.578947368	11	19	19	-1
?h  negativecomm  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.12	0.75	0.75	12	16	16	-1
?h  exports3  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.11	0.5	0.5	11	22	22	-1
?h  economicaid  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.09	0.75	0.75	9	12	12	-1
?a  reltourism  ?h  ?h  timesincewar  ?b   => ?a  embassy  ?b	0.11	0.611111111	0.611111111	11	18	18	-1
?h  commonbloc0  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.1	0.416666667	0.416666667	10	24	24	-1
?h  booktranslations  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.09	0.5	0.5	9	18	18	-1
?h  relexportbooks  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.09	0.5	0.5	9	18	18	-1
?h  militaryalliance  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.09	0.5	0.5	9	18	18	-1
?h  exportbooks  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.09	0.5625	0.5625	9	16	16	-1
?h  releconomicaid  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.09	0.818181818	0.818181818	9	11	11	-1
?a  reltourism  ?h  ?h  tourism3  ?b   => ?a  embassy  ?b	0.09	0.529411765	0.529411765	9	17	17	-1
?h  militaryactions  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.08	1	1	8	8	8	-1
?h  relbooktranslations  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.08	0.615384615	0.615384615	8	13	13	-1
?h  duration  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.07	1	1	7	7	7	-1
?h  relstudents  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?a  reltourism  ?h  ?h  students  ?b   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?h  nonviolentbehavior  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.04	0.4	0.4	4	10	10	-1
?a  reltourism  ?h  ?h  violentactions  ?b   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?h  expeldiplomats  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.04	0.571428571	0.571428571	4	7	7	-1
?h  boycottembargo  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.04	0.571428571	0.571428571	4	7	7	-1
?h  lostterritory  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?a  reltourism  ?h  ?h  warning  ?b   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?h  dependent  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.02	0.4	0.4	2	5	5	-1
?h  relemigrants  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.02	0.5	0.5	2	4	4	-1
?a  reltourism  ?h  ?h  unoffialacts  ?b   => ?a  embassy  ?b	0.02	0.5	0.5	2	4	4	-1
?h  eemigrants  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.02	0.4	0.4	2	5	5	-1
?h  emigrants3  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.02	0.4	0.4	2	5	5	-1
?h  attackembassy  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?h  aidenemy  ?b  ?a  reltourism  ?h   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?a  dependent  ?h  ?h  weightedunvote  ?b   => ?a  embassy  ?b	0.22	0.5	0.5	22	44	44	-1
?a  reltourism  ?h  ?h  severdiplomatic  ?b   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?a  dependent  ?h  ?h  embassy  ?b   => ?a  embassy  ?b	0.23	0.5	0.5	23	46	46	-1
?a  dependent  ?h  ?h  independence  ?b   => ?a  embassy  ?b	0.21	0.617647059	0.617647059	21	34	34	-1
?a  dependent  ?h  ?h  intergovorgs  ?b   => ?a  embassy  ?b	0.19	0.558823529	0.558823529	19	34	34	-1
?a  dependent  ?h  ?h  timesinceally  ?b   => ?a  embassy  ?b	0.17	0.586206897	0.586206897	17	29	29	-1
?a  dependent  ?h  ?h  ngo  ?b   => ?a  embassy  ?b	0.17	0.566666667	0.566666667	17	30	30	-1
?a  dependent  ?h  ?h  treaties  ?b   => ?a  embassy  ?b	0.17	0.53125	0.53125	17	32	32	-1
?a  dependent  ?h  ?h  intergovorgs3  ?b   => ?a  embassy  ?b	0.16	0.592592593	0.592592593	16	27	27	-1
?a  dependent  ?h  ?h  relexportbooks  ?b   => ?a  embassy  ?b	0.13	0.590909091	0.590909091	13	22	22	-1
?a  dependent  ?h  ?h  unweightedunvote  ?b   => ?a  embassy  ?b	0.14	0.411764706	0.411764706	14	34	34	-1
?a  dependent  ?h  ?h  ngoorgs3  ?b   => ?a  embassy  ?b	0.14	0.538461538	0.538461538	14	26	26	-1
?h  blockpositionindex  ?b  ?a  dependent  ?h   => ?a  embassy  ?b	0.13	0.65	0.65	13	20	20	-1
?a  dependent  ?h  ?h  reltourism  ?b   => ?a  embassy  ?b	0.11	0.44	0.44	11	25	25	-1
?h  conferences  ?b  ?a  dependent  ?h   => ?a  embassy  ?b	0.13	0.481481481	0.481481481	13	27	27	-1
?h  commonbloc1  ?b  ?a  dependent  ?h   => ?a  embassy  ?b	0.12	0.428571429	0.428571429	12	28	28	-1
?h  commonbloc2  ?b  ?a  dependent  ?h   => ?a  embassy  ?b	0.11	0.785714286	0.785714286	11	14	14	-1
?a  dependent  ?h  ?h  tourism  ?b   => ?a  embassy  ?b	0.11	0.458333333	0.458333333	11	24	24	-1
?a  dependent  ?h  ?h  exportbooks  ?b   => ?a  embassy  ?b	0.09	0.529411765	0.529411765	9	17	17	-1
?a  dependent  ?h  ?h  reltreaties  ?b   => ?a  embassy  ?b	0.11	0.6875	0.6875	11	16	16	-1
?h  commonbloc0  ?b  ?a  dependent  ?h   => ?a  embassy  ?b	0.09	0.5	0.5	9	18	18	-1
?a  dependent  ?h  ?h  officialvisits  ?b   => ?a  embassy  ?b	0.09	0.692307692	0.692307692	9	13	13	-1
?a  dependent  ?h  ?h  relintergovorgs  ?b   => ?a  embassy  ?b	0.08	0.727272727	0.727272727	8	11	11	-1
?a  dependent  ?h  ?h  reldiplomacy  ?b   => ?a  embassy  ?b	0.08	0.888888889	0.888888889	8	9	9	-1
?a  dependent  ?h  ?h  negativebehavior  ?b   => ?a  embassy  ?b	0.07	0.583333333	0.583333333	7	12	12	-1
?a  dependent  ?h  ?h  militaryalliance  ?b   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?a  dependent  ?h  ?h  pprotests  ?b   => ?a  embassy  ?b	0.07	0.538461538	0.538461538	7	13	13	-1
?a  dependent  ?h  ?h  tourism3  ?b   => ?a  embassy  ?b	0.07	0.466666667	0.466666667	7	15	15	-1
?a  dependent  ?h  ?h  relexports  ?b   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?a  dependent  ?h  ?h  relngo  ?b   => ?a  embassy  ?b	0.06	0.6	0.6	6	10	10	-1
?a  dependent  ?h  ?h  nonviolentbehavior  ?b   => ?a  embassy  ?b	0.05	1	1	5	5	5	-1
?a  dependent  ?h  ?h  students  ?b   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?h  booktranslations  ?b  ?a  dependent  ?h   => ?a  embassy  ?b	0.04	0.5	0.5	4	8	8	-1
?a  dependent  ?h  ?h  relemigrants  ?b   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?a  dependent  ?h  ?h  releconomicaid  ?b   => ?a  embassy  ?b	0.04	0.5	0.5	4	8	8	-1
?a  dependent  ?h  ?h  emigrants3  ?b   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?a  dependent  ?h  ?h  eemigrants  ?b   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?a  dependent  ?h  ?h  negativecomm  ?b   => ?a  embassy  ?b	0.03	0.6	0.6	3	5	5	-1
?a  dependent  ?h  ?h  exports3  ?b   => ?a  embassy  ?b	0.03	0.6	0.6	3	5	5	-1
?a  dependent  ?h  ?h  timesincewar  ?b   => ?a  embassy  ?b	0.03	0.272727273	0.272727273	3	11	11	-1
?a  dependent  ?h  ?h  relbooktranslations  ?b   => ?a  embassy  ?b	0.03	0.5	0.5	3	6	6	-1
?a  dependent  ?h  ?h  economicaid  ?b   => ?a  embassy  ?b	0.03	0.5	0.5	3	6	6	-1
?a  dependent  ?h  ?h  expeldiplomats  ?b   => ?a  embassy  ?b	0.02	0.5	0.5	2	4	4	-1
?h  accusation  ?b  ?a  dependent  ?h   => ?a  embassy  ?b	0.02	0.666666667	0.666666667	2	3	3	-1
?h  boycottembargo  ?b  ?a  dependent  ?h   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?a  dependent  ?h  ?h  militaryactions  ?b   => ?a  embassy  ?b	0.01	0.333333333	0.333333333	1	3	3	-1
?h  aidenemy  ?b  ?a  dependent  ?h   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  dependent  ?h  ?h  warning  ?b   => ?a  embassy  ?b	0.01	0.333333333	0.333333333	1	3	3	-1
?a  dependent  ?h  ?h  unoffialacts  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?h  blockpositionindex  ?b  ?a  boycottembargo  ?h   => ?a  embassy  ?b	0.22	0.578947368	0.578947368	22	38	38	-1
?a  dependent  ?h  ?h  relstudents  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  boycottembargo  ?h  ?h  embassy  ?b   => ?a  embassy  ?b	0.26	0.490566038	0.490566038	26	53	53	-1
?a  boycottembargo  ?h  ?h  ngo  ?b   => ?a  embassy  ?b	0.21	0.636363636	0.636363636	21	33	33	-1
?a  boycottembargo  ?h  ?h  timesinceally  ?b   => ?a  embassy  ?b	0.2	0.606060606	0.606060606	20	33	33	-1
?a  boycottembargo  ?h  ?h  intergovorgs  ?b   => ?a  embassy  ?b	0.21	0.525	0.525	21	40	40	-1
?a  boycottembargo  ?h  ?h  conferences  ?b   => ?a  embassy  ?b	0.2	0.512820513	0.512820513	20	39	39	-1
?a  boycottembargo  ?h  ?h  intergovorgs3  ?b   => ?a  embassy  ?b	0.2	0.606060606	0.606060606	20	33	33	-1
?a  boycottembargo  ?h  ?h  treaties  ?b   => ?a  embassy  ?b	0.2	0.571428571	0.571428571	20	35	35	-1
?a  boycottembargo  ?h  ?h  independence  ?b   => ?a  embassy  ?b	0.2	0.5	0.5	20	40	40	-1
?a  boycottembargo  ?h  ?h  weightedunvote  ?b   => ?a  embassy  ?b	0.18	0.514285714	0.514285714	18	35	35	-1
?a  boycottembargo  ?h  ?h  commonbloc1  ?b   => ?a  embassy  ?b	0.18	0.5	0.5	18	36	36	-1
?a  boycottembargo  ?h  ?h  ngoorgs3  ?b   => ?a  embassy  ?b	0.16	0.551724138	0.551724138	16	29	29	-1
?a  boycottembargo  ?h  ?h  unweightedunvote  ?b   => ?a  embassy  ?b	0.16	0.571428571	0.571428571	16	28	28	-1
?a  boycottembargo  ?h  ?h  reltourism  ?b   => ?a  embassy  ?b	0.15	0.6	0.6	15	25	25	-1
?a  boycottembargo  ?h  ?h  tourism  ?b   => ?a  embassy  ?b	0.15	0.652173913	0.652173913	15	23	23	-1
?a  boycottembargo  ?h  ?h  officialvisits  ?b   => ?a  embassy  ?b	0.14	0.608695652	0.608695652	14	23	23	-1
?a  boycottembargo  ?h  ?h  relngo  ?b   => ?a  embassy  ?b	0.13	0.541666667	0.541666667	13	24	24	-1
?a  boycottembargo  ?h  ?h  relintergovorgs  ?b   => ?a  embassy  ?b	0.13	0.565217391	0.565217391	13	23	23	-1
?a  boycottembargo  ?h  ?h  relexportbooks  ?b   => ?a  embassy  ?b	0.12	0.631578947	0.631578947	12	19	19	-1
?a  boycottembargo  ?h  ?h  commonbloc2  ?b   => ?a  embassy  ?b	0.12	0.571428571	0.571428571	12	21	21	-1
?a  boycottembargo  ?h  ?h  reltreaties  ?b   => ?a  embassy  ?b	0.12	0.52173913	0.52173913	12	23	23	-1
?a  boycottembargo  ?h  ?h  timesincewar  ?b   => ?a  embassy  ?b	0.11	0.785714286	0.785714286	11	14	14	-1
?a  boycottembargo  ?h  ?h  releconomicaid  ?b   => ?a  embassy  ?b	0.11	0.6875	0.6875	11	16	16	-1
?a  boycottembargo  ?h  ?h  economicaid  ?b   => ?a  embassy  ?b	0.11	0.647058824	0.647058824	11	17	17	-1
?a  boycottembargo  ?h  ?h  relexports  ?b   => ?a  embassy  ?b	0.11	0.611111111	0.611111111	11	18	18	-1
?a  boycottembargo  ?h  ?h  commonbloc0  ?b   => ?a  embassy  ?b	0.1	0.526315789	0.526315789	10	19	19	-1
?a  boycottembargo  ?h  ?h  reldiplomacy  ?b   => ?a  embassy  ?b	0.11	0.5	0.5	11	22	22	-1
?a  boycottembargo  ?h  ?h  exportbooks  ?b   => ?a  embassy  ?b	0.11	0.611111111	0.611111111	11	18	18	-1
?a  boycottembargo  ?h  ?h  militaryalliance  ?b   => ?a  embassy  ?b	0.09	0.529411765	0.529411765	9	17	17	-1
?a  boycottembargo  ?h  ?h  tourism3  ?b   => ?a  embassy  ?b	0.09	0.692307692	0.692307692	9	13	13	-1
?a  boycottembargo  ?h  ?h  negativebehavior  ?b   => ?a  embassy  ?b	0.09	0.391304348	0.391304348	9	23	23	-1
?a  boycottembargo  ?h  ?h  pprotests  ?b   => ?a  embassy  ?b	0.06	0.428571429	0.428571429	6	14	14	-1
?a  boycottembargo  ?h  ?h  exports3  ?b   => ?a  embassy  ?b	0.05	0.625	0.625	5	8	8	-1
?h  booktranslations  ?b  ?a  boycottembargo  ?h   => ?a  embassy  ?b	0.06	0.5	0.5	6	12	12	-1
?a  boycottembargo  ?h  ?h  negativecomm  ?b   => ?a  embassy  ?b	0.05	0.384615385	0.384615385	5	13	13	-1
?h  accusation  ?b  ?a  boycottembargo  ?h   => ?a  embassy  ?b	0.04	0.4	0.4	4	10	10	-1
?a  boycottembargo  ?h  ?h  nonviolentbehavior  ?b   => ?a  embassy  ?b	0.04	0.307692308	0.307692308	4	13	13	-1
?h  boycottembargo  ?b  ?a  boycottembargo  ?h   => ?a  embassy  ?b	0.03	0.3	0.3	3	10	10	-1
?a  boycottembargo  ?h  ?h  relbooktranslations  ?b   => ?a  embassy  ?b	0.03	0.428571429	0.428571429	3	7	7	-1
?a  boycottembargo  ?h  ?h  relstudents  ?b   => ?a  embassy  ?b	0.02	0.4	0.4	2	5	5	-1
?a  boycottembargo  ?h  ?h  violentactions  ?b   => ?a  embassy  ?b	0.02	0.666666667	0.666666667	2	3	3	-1
?a  boycottembargo  ?h  ?h  militaryactions  ?b   => ?a  embassy  ?b	0.02	0.5	0.5	2	4	4	-1
?a  boycottembargo  ?h  ?h  students  ?b   => ?a  embassy  ?b	0.02	0.285714286	0.285714286	2	7	7	-1
?a  boycottembargo  ?h  ?h  emigrants3  ?b   => ?a  embassy  ?b	0.02	0.5	0.5	2	4	4	-1
?a  boycottembargo  ?h  ?h  eemigrants  ?b   => ?a  embassy  ?b	0.02	0.5	0.5	2	4	4	-1
?a  boycottembargo  ?h  ?h  duration  ?b   => ?a  embassy  ?b	0.02	0.5	0.5	2	4	4	-1
?a  boycottembargo  ?h  ?h  expeldiplomats  ?b   => ?a  embassy  ?b	0.01	0.2	0.2	1	5	5	-1
?h  blockpositionindex  ?b  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.22	0.814814815	0.814814815	22	27	27	-1
?a  boycottembargo  ?h  ?h  relemigrants  ?b   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?a  boycottembargo  ?h  ?h  dependent  ?b   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?h  embassy  ?b  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.22	0.611111111	0.611111111	22	36	36	-1
?a  expeldiplomats  ?h  ?h  timesinceally  ?b   => ?a  embassy  ?b	0.17	0.85	0.85	17	20	20	-1
?a  expeldiplomats  ?h  ?h  intergovorgs  ?b   => ?a  embassy  ?b	0.17	0.566666667	0.566666667	17	30	30	-1
?h  conferences  ?b  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.17	0.586206897	0.586206897	17	29	29	-1
?a  expeldiplomats  ?h  ?h  treaties  ?b   => ?a  embassy  ?b	0.16	0.571428571	0.571428571	16	28	28	-1
?a  expeldiplomats  ?h  ?h  weightedunvote  ?b   => ?a  embassy  ?b	0.16	0.615384615	0.615384615	16	26	26	-1
?h  commonbloc1  ?b  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.16	0.695652174	0.695652174	16	23	23	-1
?a  expeldiplomats  ?h  ?h  intergovorgs3  ?b   => ?a  embassy  ?b	0.15	0.625	0.625	15	24	24	-1
?a  expeldiplomats  ?h  ?h  ngo  ?b   => ?a  embassy  ?b	0.15	0.6	0.6	15	25	25	-1
?a  expeldiplomats  ?h  ?h  independence  ?b   => ?a  embassy  ?b	0.15	0.555555556	0.555555556	15	27	27	-1
?a  expeldiplomats  ?h  ?h  negativebehavior  ?b   => ?a  embassy  ?b	0.12	0.666666667	0.666666667	12	18	18	-1
?a  expeldiplomats  ?h  ?h  officialvisits  ?b   => ?a  embassy  ?b	0.11	0.6875	0.6875	11	16	16	-1
?a  expeldiplomats  ?h  ?h  ngoorgs3  ?b   => ?a  embassy  ?b	0.11	0.611111111	0.611111111	11	18	18	-1
?a  expeldiplomats  ?h  ?h  relngo  ?b   => ?a  embassy  ?b	0.11	0.6875	0.6875	11	16	16	-1
?a  expeldiplomats  ?h  ?h  relexportbooks  ?b   => ?a  embassy  ?b	0.1	0.666666667	0.666666667	10	15	15	-1
?a  expeldiplomats  ?h  ?h  reltourism  ?b   => ?a  embassy  ?b	0.1	0.526315789	0.526315789	10	19	19	-1
?a  expeldiplomats  ?h  ?h  exportbooks  ?b   => ?a  embassy  ?b	0.1	0.666666667	0.666666667	10	15	15	-1
?a  expeldiplomats  ?h  ?h  tourism  ?b   => ?a  embassy  ?b	0.09	0.45	0.45	9	20	20	-1
?a  expeldiplomats  ?h  ?h  negativecomm  ?b   => ?a  embassy  ?b	0.08	0.727272727	0.727272727	8	11	11	-1
?a  expeldiplomats  ?h  ?h  releconomicaid  ?b   => ?a  embassy  ?b	0.08	0.571428571	0.571428571	8	14	14	-1
?a  expeldiplomats  ?h  ?h  unweightedunvote  ?b   => ?a  embassy  ?b	0.08	0.533333333	0.533333333	8	15	15	-1
?a  expeldiplomats  ?h  ?h  relintergovorgs  ?b   => ?a  embassy  ?b	0.07	0.538461538	0.538461538	7	13	13	-1
?h  commonbloc2  ?b  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.07	0.583333333	0.583333333	7	12	12	-1
?a  expeldiplomats  ?h  ?h  relexports  ?b   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?h  economicaid  ?b  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.07	0.5	0.5	7	14	14	-1
?h  commonbloc0  ?b  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.07	0.5	0.5	7	14	14	-1
?a  expeldiplomats  ?h  ?h  militaryalliance  ?b   => ?a  embassy  ?b	0.06	0.5	0.5	6	12	12	-1
?h  accusation  ?b  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.06	0.857142857	0.857142857	6	7	7	-1
?a  expeldiplomats  ?h  ?h  pprotests  ?b   => ?a  embassy  ?b	0.05	0.555555556	0.555555556	5	9	9	-1
?h  boycottembargo  ?b  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.05	0.625	0.625	5	8	8	-1
?a  expeldiplomats  ?h  ?h  nonviolentbehavior  ?b   => ?a  embassy  ?b	0.05	0.714285714	0.714285714	5	7	7	-1
?a  expeldiplomats  ?h  ?h  reldiplomacy  ?b   => ?a  embassy  ?b	0.05	0.555555556	0.555555556	5	9	9	-1
?a  expeldiplomats  ?h  ?h  timesincewar  ?b   => ?a  embassy  ?b	0.05	0.625	0.625	5	8	8	-1
?a  expeldiplomats  ?h  ?h  tourism3  ?b   => ?a  embassy  ?b	0.05	0.555555556	0.555555556	5	9	9	-1
?a  expeldiplomats  ?h  ?h  reltreaties  ?b   => ?a  embassy  ?b	0.04	0.5	0.5	4	8	8	-1
?h  booktranslations  ?b  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.04	0.444444444	0.444444444	4	9	9	-1
?h  eemigrants  ?b  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?a  expeldiplomats  ?h  ?h  students  ?b   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?a  expeldiplomats  ?h  ?h  militaryactions  ?b   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?h  emigrants3  ?b  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?h  duration  ?b  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?a  expeldiplomats  ?h  ?h  relbooktranslations  ?b   => ?a  embassy  ?b	0.01	0.25	0.25	1	4	4	-1
?a  expeldiplomats  ?h  ?h  relstudents  ?b   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?a  expeldiplomats  ?h  ?h  violentactions  ?b   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?h  aidenemy  ?b  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  expeldiplomats  ?h  ?h  unoffialacts  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  expeldiplomats  ?h  ?h  exports3  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  expeldiplomats  ?h  ?h  relemigrants  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?h  commonbloc1  ?b  ?a  militaryactions  ?h   => ?a  embassy  ?b	0.19	0.513513514	0.513513514	19	37	37	-1
?a  expeldiplomats  ?h  ?h  warning  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?h  expeldiplomats  ?b  ?a  expeldiplomats  ?h   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?a  militaryactions  ?h  ?h  relngo  ?b   => ?a  embassy  ?b	0.18	0.545454545	0.545454545	18	33	33	-1
?h  embassy  ?b  ?a  militaryactions  ?h   => ?a  embassy  ?b	0.17	0.472222222	0.472222222	17	36	36	-1
?a  militaryactions  ?h  ?h  relintergovorgs  ?b   => ?a  embassy  ?b	0.17	0.515151515	0.515151515	17	33	33	-1
?a  militaryactions  ?h  ?h  reldiplomacy  ?b   => ?a  embassy  ?b	0.15	0.714285714	0.714285714	15	21	21	-1
?h  intergovorgs3  ?b  ?a  militaryactions  ?h   => ?a  embassy  ?b	0.11	0.458333333	0.458333333	11	24	24	-1
?h  commonbloc2  ?b  ?a  militaryactions  ?h   => ?a  embassy  ?b	0.09	0.409090909	0.409090909	9	22	22	-1
?h  conferences  ?b  ?a  militaryactions  ?h   => ?a  embassy  ?b	0.08	0.5	0.5	8	16	16	-1
?a  militaryactions  ?h  ?h  ngo  ?b   => ?a  embassy  ?b	0.08	0.470588235	0.470588235	8	17	17	-1
?a  militaryactions  ?h  ?h  negativebehavior  ?b   => ?a  embassy  ?b	0.08	0.470588235	0.470588235	8	17	17	-1
?a  militaryactions  ?h  ?h  timesinceally  ?b   => ?a  embassy  ?b	0.08	0.5	0.5	8	16	16	-1
?a  militaryactions  ?h  ?h  relexports  ?b   => ?a  embassy  ?b	0.07	0.583333333	0.583333333	7	12	12	-1
?a  militaryactions  ?h  ?h  officialvisits  ?b   => ?a  embassy  ?b	0.06	0.545454545	0.545454545	6	11	11	-1
?h  accusation  ?b  ?a  militaryactions  ?h   => ?a  embassy  ?b	0.06	0.545454545	0.545454545	6	11	11	-1
?a  militaryactions  ?h  ?h  treaties  ?b   => ?a  embassy  ?b	0.1	0.588235294	0.588235294	10	17	17	-1
?h  independence  ?b  ?a  militaryactions  ?h   => ?a  embassy  ?b	0.06	0.4	0.4	6	15	15	-1
?a  militaryactions  ?h  ?h  tourism  ?b   => ?a  embassy  ?b	0.05	0.555555556	0.555555556	5	9	9	-1
?a  militaryactions  ?h  ?h  ngoorgs3  ?b   => ?a  embassy  ?b	0.14	0.5	0.5	14	28	28	-1
?h  intergovorgs  ?b  ?a  militaryactions  ?h   => ?a  embassy  ?b	0.11	0.523809524	0.523809524	11	21	21	-1
?h  booktranslations  ?b  ?a  militaryactions  ?h   => ?a  embassy  ?b	0.05	0.454545455	0.454545455	5	11	11	-1
?a  militaryactions  ?h  ?h  unweightedunvote  ?b   => ?a  embassy  ?b	0.05	0.454545455	0.454545455	5	11	11	-1
?a  militaryactions  ?h  ?h  weightedunvote  ?b   => ?a  embassy  ?b	0.05	0.357142857	0.357142857	5	14	14	-1
?h  blockpositionindex  ?b  ?a  militaryactions  ?h   => ?a  embassy  ?b	0.06	0.315789474	0.315789474	6	19	19	-1
?h  exports3  ?b  ?a  militaryactions  ?h   => ?a  embassy  ?b	0.05	0.5	0.5	5	10	10	-1
?a  militaryactions  ?h  ?h  relbooktranslations  ?b   => ?a  embassy  ?b	0.04	0.333333333	0.333333333	4	12	12	-1
?a  militaryactions  ?h  ?h  tourism3  ?b   => ?a  embassy  ?b	0.03	0.6	0.6	3	5	5	-1
